web-scraper-order,web-scraper-start-url,pagination,detail
"1655803644-319","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年10月12日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例"
"1655803644-1030","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海又有34例确诊病例今天痊愈出院，包括2名小朋友！目前共124例出院"
"1655803644-307","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年10月23日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院1例"
"1655803644-542","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年3月2日，无新增本地新冠肺炎确诊病例 无新增境外输入病例 治愈出院8例"
"1655803644-825","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有1例确诊病例今日出院，共计665例治愈出院"
"1655803644-730","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海8月27日新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院12例"
"1655803644-607","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海12月27日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院7例"
"1655803644-592","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年1月11日,无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院14例"
"1655803644-868","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有2例确诊病例今日出院，共计640例治愈出院"
"1655803644-863","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海公布5月17日（0-24时）外地输入性病例涉及区域和场所情况"
"1655803644-750","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海8月9日无新增本地新冠肺炎确诊病例 新增境外输入18例  治愈出院1例"
"1655803644-682","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海10月14日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院5例"
"1655803644-770","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海7月22日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例"
"1655803644-387","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年8月6日，无新增本地新冠肺炎确诊病例 新增境外输入9例   治愈出院3例"
"1655803644-986","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有4例确诊病例今日出院，共计319例治愈出院"
"1655803644-265","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月5日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院3例"
"1655803644-593","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年1月10日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例"
"1655803644-1019","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有16例确诊病例2月18日出院"
"1655803644-603","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海12月31日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院7例"
"1655803644-442","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年6月12日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院10例"
"1655803644-149","https://wsjkw.sh.gov.cn/yqtb/index.html","","4月7日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-625","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海12月9日无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院2例"
"1655803644-138","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年4月13日，新增本土新冠肺炎确诊病例2573例 新增本土无症状感染者25146例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例 治愈出院741例  解除医学观察15406例"
"1655803644-245","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月24日，无新增本土新冠肺炎确诊病例 新增境外输入15例  治愈出院6例"
"1655803644-723","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海9月3日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院5例"
"1655803644-895","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海4月28日无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院3例"
"1655803644-159","https://wsjkw.sh.gov.cn/yqtb/index.html","","4月2日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-834","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海今天又有1例确诊病例痊愈出院，累计治愈出院662例"
"1655803644-849","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海5月24日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院1例"
"1655803644-840","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海5月29日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例"
"1655803644-547","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年2月25日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院10例"
"1655803644-854","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海5月21日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院1例"
"1655803644-897","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有3例确诊病例今日出院，共计584例治愈出院"
"1655803644-618","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海12月16日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例"
"1655803644-531","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年3月13日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院4例"
"1655803644-820","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有1例确诊病例今日出院，共计667例治愈出院"
"1655803644-446","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年6月8日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例"
"1655803644-182","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年3月22日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者977例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者4例 治愈出院23例  解除医学观察无症状感染者79例"
"1655803644-477","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年5月8日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院4例"
"1655803644-996","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有2例确诊病例今日出院，共计294例治愈出院"
"1655803644-924","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海4月13日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院12例"
"1655803644-97","https://wsjkw.sh.gov.cn/yqtb/index.html","","5月3日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-612","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海12月22日无新增本地新冠肺炎确诊病例 新增境外输入12例  治愈出院6例"
"1655803644-1065","https://wsjkw.sh.gov.cn/yqtb/index.html","","快讯！上海今天又有1例确诊病例痊愈出院，目前共有10例出院"
"1655803644-981","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海实现确诊儿童病例清零！今天又有3例确诊病例痊愈出院"
"1655803644-386","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年8月7日，无新增本地新冠肺炎确诊病例 新增境外输入6例   治愈出院3例"
"1655803644-889","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海昨日无新增本地新冠肺炎确诊病例，无新增境外输入性新冠肺炎确诊病例，治愈出院13例"
"1655803644-610","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海12月24日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例"
"1655803644-564","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年2月6日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院5例"
"1655803644-120","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年4月22日，新增本土新冠肺炎确诊病例2736例 新增本土无症状感染者20634例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例"
"1655803644-98","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年5月3日，新增本土新冠肺炎确诊病例260例 新增本土无症状感染者4722例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者1例"
"1655803644-190","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年3月17日，新增本土新冠肺炎确诊病例57例 新增本土无症状感染者203例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者2例 治愈出院54例  解除医学观察无症状感染者38例"
"1655803644-471","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年5月14日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院3例"
"1655803644-293","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年11月7日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例"
"1655803644-286","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年11月15日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院6例"
"1655803644-391","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海公布8月2日本地确诊病例排查情况，浦东川沙新镇华夏二路1500弄心圆西苑小区列为中风险地区"
"1655803644-494","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年4月21日，无新增本地新冠肺炎确诊病例 新增境外输入1例"
"1655803644-468","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年5月17日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院5例"
"1655803644-836","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海昨日无新增本地新冠肺炎确诊病例，新增境外输入1例，治愈出院3例"
"1655803644-314","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年10月17日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院5例"
"1655803644-937","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海17例确诊病例今日出院，共计406例治愈出院"
"1655803644-158","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年4月3日，新增本土新冠肺炎确诊病例425例 新增本土无症状感染者8581例 新增境外输入性新冠肺炎确诊病例8例 新增境外输入性无症状感染者4例 治愈出院30例"
"1655803644-251","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月18日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入确诊病例14例  治愈出院1例"
"1655803644-86","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年5月9日，新增本土新冠肺炎确诊病例234例 新增本土无症状感染者2780例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者3例"
"1655803644-880","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海5月7日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院3例"
"1655803644-69","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年5月18日，新增本土新冠肺炎确诊病例82例 新增本土无症状感染者637例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者2例"
"1655803644-356","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年9月1日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院3例"
"1655803644-972","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海3月17日无新增本地新冠肺炎确诊病例，新增境外输入3例"
"1655803644-687","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海10月9日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例"
"1655803644-1026","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海新增2例新型冠状病毒肺炎确诊病例"
"1655803644-222","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年1月15日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者3例 新增境外输入性无症状感染者2例 新增境外输入性新冠肺炎确诊病例24例  治愈出院6例"
"1655803644-66","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年5月20日，新增本土新冠肺炎确诊病例84例 新增本土无症状感染者784例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例"
"1655803644-417","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年7月8日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例"
"1655803644-310","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年10月20日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院3例"
"1655803644-257","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月12日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院3例"
"1655803644-507","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年4月8日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例"
"1655803644-441","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年6月13日，无新增本地新冠肺炎确诊病例 新增境外输入5例"
"1655803644-620","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海12月14日无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院6例"
"1655803644-518","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年3月27日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院1例"
"1655803644-147","https://wsjkw.sh.gov.cn/yqtb/index.html","","4月8日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-187","https://wsjkw.sh.gov.cn/yqtb/index.html","","3月19日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-78","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年5月13日，新增本土新冠肺炎确诊病例194例 新增本土无症状感染者1487例 新增境外输入性新冠肺炎确诊病例1例 无新增境外输入性无症状感染者"
"1655803644-862","https://wsjkw.sh.gov.cn/yqtb/index.html","","市卫健委公布湖北来沪确诊病例详情，已追踪到其在本市的密切接触者21人"
"1655803644-248","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月21日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院2例"
"1655803644-397","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年7月28日，无新增本地新冠肺炎确诊病例 无新增境外输入病例  治愈出院4例"
"1655803644-734","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海8月23日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院10例"
"1655803644-355","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年9月2日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院5例"
"1655803644-940","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有27例确诊病例今日出院，共计383例治愈出院"
"1655803644-475","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年5月10日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院2例"
"1655803644-339","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年9月20日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例"
"1655803644-718","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海9月8日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例"
"1655803644-980","https://wsjkw.sh.gov.cn/yqtb/index.html","","昨日12-24时，上海新增4例 境外输入型新型冠状病毒肺炎确诊病例"
"1655803644-133","https://wsjkw.sh.gov.cn/yqtb/index.html","","4月15日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-901","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有10例确诊病例今日出院，共计568例治愈出院"
"1655803644-549","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年2月23日，无新增本地新冠肺炎确诊病例 新增境外输入病例3例  治愈出院3例"
"1655803644-536","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年3月8日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院3例"
"1655803644-424","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年7月1日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院4例"
"1655803644-968","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海3月20日无新增本地新冠肺炎确诊病例，新增境外输入9例"
"1655803644-636","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海11月28日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院9例"
"1655803644-890","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有13例确诊病例今日出院，共计612例治愈出院"
"1655803644-252","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月17日 新增本土新冠肺炎确诊病例1例 新增境外输入12例  治愈出院4例"
"1655803644-141","https://wsjkw.sh.gov.cn/yqtb/index.html","","4月11日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-644","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海新增2例本地新冠肺炎确诊病例，正全面开展流行病学调查"
"1655803644-967","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有1例确诊病例今日出院，共计327例治愈出院"
"1655803644-218","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年1月19日，无新增本土新冠肺炎确诊病例 新增境外输入14例  治愈出院16例"
"1655803644-244","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月25日，无新增本土新冠肺炎确诊病例 新增境外输入18例  治愈出院7例"
"1655803644-1055","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海新增12例新型冠状病毒感染的肺炎确诊病例"
"1655803644-819","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海6月14日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例"
"1655803644-847","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海昨日无新增本地新冠肺炎确诊病例，新增境外输入1例，治愈出院4例"
"1655803644-708","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海9月18日无新增本地新冠肺炎确诊病例 新增境外输入2例   治愈出院1例"
"1655803644-5","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年6月19日，新增本土新冠肺炎确诊病例10例 新增本土无症状感染者3例 新增境外输入性新冠肺炎确诊病例5例 新增境外输入性无症状感染者3例"
"1655803644-374","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年8月19日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院6例"
"1655803644-47","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年5月30日，新增本土新冠肺炎确诊病例9例 新增本土无症状感染者22例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者5例"
"1655803644-665","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海10月31日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院7例"
"1655803644-858","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有3例确诊病例今日出院，共计645例治愈出院"
"1655803644-844","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海有2例确诊病例5月27日出院"
"1655803644-948","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海3月31日无新增本地新冠肺炎确诊病例新增境外输入7例 治愈出院3例 死亡1例"
"1655803644-722","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海9月4日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院6例"
"1655803644-827","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海6月7日无新增本地新冠肺炎确诊病例 新增境外输入1例"
"1655803644-338","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年9月21日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例"
"1655803644-84","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年5月10日，新增本土新冠肺炎确诊病例228例 新增本土无症状感染者1259例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者1例"
"1655803644-87","https://wsjkw.sh.gov.cn/yqtb/index.html","","5月8日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-7","https://wsjkw.sh.gov.cn/yqtb/index.html","","本市公布近期几起聚集性疫情流调溯源进展"
"1655803644-656","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海11月9日新增1例本地新冠肺炎确诊病例 新增境外输入4例  治愈出院8例"
"1655803644-352","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年9月5日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院3例"
"1655803644-903","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海4月24日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院14例"
"1655803644-604","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海12月30日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院5例"
"1655803644-393","https://wsjkw.sh.gov.cn/yqtb/index.html","","浦东机场货运区一名外航货机服务人员新冠病毒核酸检测阳性"
"1655803644-462","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年5月23日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院0例"
"1655803644-270","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月1日，无新增本土新冠肺炎确诊病例 新增境外输入3例  治愈出院3例"
"1655803644-678","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海10月18日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院8例"
"1655803644-258","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月11日，无新增本土新冠肺炎确诊病例 新增境外输入8例  治愈出院2例"
"1655803644-216","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年1月21日，无新增本土新冠肺炎确诊病例 新增境外输入22例  治愈出院29例"
"1655803644-567","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年2月3日，新增本地新冠肺炎确诊病例3例 新增境外输入2例  治愈出院10例"
"1655803644-348","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年9月9日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院6例"
"1655803644-738","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海8月19日0-24时，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院15例"
"1655803644-753","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海8月6日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院1例"
"1655803644-915","https://wsjkw.sh.gov.cn/yqtb/index.html","","【快讯】上海今天又有4例确诊病例痊愈出院，累计治愈出院516人"
"1655803644-191","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年3月16日，新增本土新冠肺炎确诊病例8例 新增本土无症状感染者150例 新增境外输入性新冠肺炎确诊病例15例 新增境外输入性无症状感染者6例 治愈出院33例  解除医学观察无症状感染者19例"
"1655803644-247","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月22日，无新增本土新冠肺炎确诊病例 新增境外输入11例 治愈出院6例"
"1655803644-950","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海3月30日无新增本地新冠肺炎确诊病例，新增境外输入11例"
"1655803644-285","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年11月16日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院4例"
"1655803644-495","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年4月20日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院5例"
"1655803644-910","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海4月20日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院9例"
"1655803644-464","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年5月21日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院4例"
"1655803644-483","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年5月2日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院4例"
"1655803644-143","https://wsjkw.sh.gov.cn/yqtb/index.html","","4月10日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-694","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海10月2日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院3例"
"1655803644-256","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年12月13日0—24时 无新增本土新冠肺炎确诊病例 新增境外输入6例  治愈出院2例"
"1655803644-809","https://wsjkw.sh.gov.cn/yqtb/index.html","","昨天上海无新增本地新冠肺炎确诊病例，无新增境外输入病例"
"1655803644-195","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年3月13日，新增本土新冠肺炎确诊病例41例 新增本土无症状感染者128例 新增境外输入性新冠肺炎确诊病例16例 新增境外输入性无症状感染者2例 治愈出院33例  解除医学观察无症状感染者5例"
"1655803644-817","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海6月16日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例"
"1655803644-150","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年4月7日，新增本土新冠肺炎确诊病例824例 新增本土无症状感染者20398例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者3例 治愈出院57例"
"1655803644-482","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年5月3日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院5例"
"1655803644-1012","https://wsjkw.sh.gov.cn/yqtb/index.html","","今天0-12时，上海新增1例新型冠状病毒肺炎确诊病例"
"1655803644-290","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年11月11日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例"
"1655803644-30","https://wsjkw.sh.gov.cn/yqtb/index.html","","【提示】6月9日市、区主要医疗机构暂停医疗服务情况"
"1655803644-1052","https://wsjkw.sh.gov.cn/yqtb/index.html","","快讯！上海公布2月6日（0-24时）确诊病例涉及区域和场所情况"
"1655803644-557","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年2月14日，无新增本地新冠肺炎确诊病例 新增境外输入1例   治愈出院7例"
"1655803644-170","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年3月28日，新增本土新冠肺炎确诊病例96例 新增本土无症状感染者4381例 新增境外输入性新冠肺炎确诊病例11例 新增境外输入性无症状感染者1例 治愈出院28例"
"1655803644-828","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海昨日无新增本地新冠肺炎确诊病例，无新增境外输入性新冠肺炎确诊病例，治愈出院1例"
"1655803644-63","https://wsjkw.sh.gov.cn/yqtb/index.html","","5月21日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-354","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年9月3日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院2例"
"1655803644-115","https://wsjkw.sh.gov.cn/yqtb/index.html","","4月24日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-961","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海公布昨日（0-24时） 境外输入关联病例涉及区域和场所情况"
"1655803644-54","https://wsjkw.sh.gov.cn/yqtb/index.html","","5月26日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
"1655803644-701","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海9月25日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院4例"
"1655803644-269","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海新增2例本土确诊病例，浦东新区一小区列为中风险地区，截至17时6501名相关人员核酸检测结果均为阴性"
"1655803644-431","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2021年6月23日，无新增本地新冠肺炎确诊病例 无新增境外输入病例 治愈出院17例"
"1655803644-100","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海2022年5月2日，新增本土新冠肺炎确诊病例274例 新增本土无症状感染者5395例 无境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例"
"1655803644-1046","https://wsjkw.sh.gov.cn/yqtb/index.html","","上海新增2例新型冠状病毒感染的肺炎确诊病例"
"1655803644-135","https://wsjkw.sh.gov.cn/yqtb/index.html","","4月14日（0-24时）本市各区确诊病例、无症状感染者居住地信息"
